collection,corpus,transcript,utterance_id,classification,multiplicity,alignment_basis,spacy_subject_surface,spacy_verb_surface,spacy_subject_lemma,spacy_verb_lemma,spacy_verb_pos,spacy_subject_index,spacy_verb_index,ud_subject_surface,ud_verb_surface,ud_subject_lemma,ud_verb_lemma,ud_verb_pos,ud_subject_index,ud_verb_index
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1552,both,1,token_indices,you,gonna,you,go,VERB,2.0,3.0,you,gonna,you,go,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1553,both,1,token_indices,you,gonna,you,go,VERB,3.0,4.0,you,gonna,you,go,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1562,both,1,token_indices,you,hiding,you,hide,VERB,2.0,3.0,you,hiding,you,hide,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1565,both,1,token_indices,you,hide,you,hide,VERB,2.0,4.0,you,hide,you,hide,VERB,2.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1573,both,1,token_indices,you,looking,you,look,VERB,3.0,4.0,you,looking,you,look,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1575,both,1,token_indices,you,looking,you,look,VERB,2.0,3.0,you,looking,you,look,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1580,both,1,token_indices,I,think,i,think,VERB,2.0,3.0,I,think,i,think,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1580,both,1,token_indices,you'll,find,you,find,VERB,4.0,5.0,you'll,find,you,find,VERB,4.0,5.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1582,both,1,token_indices,I,think,i,think,VERB,1.0,2.0,I,think,i,think,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1582,both,1,token_indices,you'll,find,you,find,VERB,3.0,4.0,you'll,find,you,find,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1598,both,1,token_indices,you,reading,you,read,VERB,2.0,3.0,you,reading,you,read,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1600,both,1,token_indices,you,reading,you,read,VERB,2.0,3.0,you,reading,you,read,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1610,both,1,token_indices,small,isn't,small,be,AUX,3.0,5.0,small,isn't,small,be,AUX,3.0,5.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1610,both,1,token_indices,it,isn't,it,be,AUX,6.0,5.0,it,isn't,it,be,AUX,6.0,5.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1622,both,1,token_indices,he,is,he,be,AUX,2.0,1.0,he,is,he,be,AUX,2.0,1.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1637,both,1,token_indices,you,say,you,say,VERB,3.0,4.0,you,say,you,say,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1653,both,1,token_indices,I,know,i,know,VERB,1.0,3.0,I,know,i,know,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1654,both,1,token_indices,you,had,you,have,VERB,1.0,2.0,you,had,you,have,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1656,both,1,token_indices,you,were,you,be,AUX,2.0,3.0,you,were,you,be,AUX,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1659,both,1,token_indices,you,looking,you,look,VERB,1.0,4.0,you,looking,you,look,VERB,1.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1666,both,1,token_indices,you,had,you,have,VERB,1.0,2.0,you,had,you,have,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1671,both,1,token_indices,you're,gonna,you,go,VERB,1.0,2.0,you're,gonna,you,go,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1674,both,1,token_indices,you're,gonna,you,go,VERB,2.0,3.0,you're,gonna,you,go,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1679,both,1,token_indices,you,can't,you,can,AUX,2.0,1.0,you,can't,you,can,AUX,2.0,1.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1685,both,1,token_indices,you,doing,you,do,VERB,3.0,4.0,you,doing,you,do,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1686,both,1,token_indices,he,fall,he,fall,VERB,2.0,3.0,he,fall,he,fall,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1698,both,1,token_indices,I,know,i,know,VERB,1.0,3.0,I,know,i,know,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1709,both,1,token_indices,you,doing,you,do,VERB,3.0,4.0,you,doing,you,do,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1715,both,1,token_indices,you,done,you,do,VERB,3.0,4.0,you,done,you,do,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1718,both,1,token_indices,you,sit,you,sit,VERB,2.0,3.0,you,sit,you,sit,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1722,both,1,token_indices,we,go,we,go,VERB,2.0,3.0,we,go,we,go,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1733,both,1,token_indices,I,love,i,love,VERB,1.0,2.0,I,love,i,love,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1738,both,1,token_indices,it's,getting,it,get,VERB,1.0,2.0,it's,getting,it,get,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1755,both,1,token_indices,I,think,i,think,VERB,1.0,3.0,I,think,i,think,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1758,both,1,token_indices,I,know,i,know,VERB,1.0,3.0,I,know,i,know,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1766,both,1,token_indices,I,think,i,think,VERB,1.0,3.0,I,think,i,think,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1767,both,1,token_indices,I,think,i,think,VERB,1.0,2.0,I,think,i,think,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1767,both,1,token_indices,it's,it's,it,be,AUX,3.0,3.0,it's,it's,it,be,AUX,3.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1771,both,1,token_indices,you,going,you,go,VERB,4.0,5.0,you,going,you,go,VERB,4.0,5.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1772,both,1,token_indices,you,going,you,go,VERB,3.0,4.0,you,going,you,go,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1775,both,1,token_indices,you,going,you,go,VERB,3.0,4.0,you,going,you,go,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1779,both,1,token_indices,it's,getting,it,get,VERB,1.0,3.0,it's,getting,it,get,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1783,both,1,token_indices,you,want,you,want,VERB,3.0,4.0,you,want,you,want,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1790,both,1,token_indices,it's,gonna,it,go,VERB,1.0,2.0,it's,gonna,it,go,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1791,both,1,token_indices,you'll,go,you,go,VERB,3.0,5.0,you'll,go,you,go,VERB,3.0,5.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1794,both,1,token_indices,you,go,you,go,VERB,2.0,3.0,you,go,you,go,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1800,both,1,token_indices,you,go,you,go,VERB,2.0,3.0,you,go,you,go,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1804,both,1,token_indices,you,go,you,go,VERB,2.0,3.0,you,go,you,go,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1806,both,1,token_indices,you,talking,you,talk,VERB,2.0,4.0,you,talking,you,talk,VERB,2.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1808,both,1,token_indices,you,doing,you,do,VERB,3.0,4.0,you,doing,you,do,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1812,both,1,token_indices,you,get,you,get,VERB,2.0,3.0,you,get,you,get,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1812,both,1,token_indices,you'll,hurt,you,hurt,VERB,7.0,8.0,you'll,hurt,you,hurt,VERB,7.0,8.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1814,both,1,token_indices,you'll,get,you,get,VERB,2.0,3.0,you'll,get,you,get,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1816,both,1,token_indices,you,go,you,go,VERB,2.0,3.0,you,go,you,go,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1818,both,1,token_indices,you,buy,you,buy,VERB,2.0,3.0,you,buy,you,buy,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1821,both,1,token_indices,Jwww,do,jwww,do,VERB,3.0,4.0,Jwww,do,jwww,do,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1823,both,1,token_indices,I,know,i,know,VERB,1.0,3.0,I,know,i,know,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1824,both,1,token_indices,you,tell,you,tell,VERB,1.0,2.0,you,tell,you,tell,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1825,both,1,token_indices,Jwww,do,jwww,do,VERB,3.0,4.0,Jwww,do,jwww,do,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1828,both,1,token_indices,you,did,you,do,VERB,1.0,2.0,you,did,you,do,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1834,both,1,token_indices,you,get,you,get,VERB,2.0,3.0,you,get,you,get,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1836,both,1,token_indices,Jwww,get,jwww,get,VERB,4.0,5.0,Jwww,get,jwww,get,VERB,4.0,5.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1838,both,1,token_indices,Jwww,got,jwww,get,VERB,1.0,2.0,Jwww,got,jwww,get,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1843,both,1,token_indices,we,got,we,get,VERB,3.0,4.0,we,got,we,get,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1851,both,1,token_indices,you,mean,you,mean,VERB,1.0,2.0,you,mean,you,mean,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1853,both,1,token_indices,you,mean,you,mean,VERB,2.0,3.0,you,mean,you,mean,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1857,both,1,token_indices,you,mean,you,mean,VERB,2.0,3.0,you,mean,you,mean,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1863,both,1,token_indices,you,like,you,like,VERB,2.0,3.0,you,like,you,like,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1868,both,1,token_indices,you,eat,you,eat,VERB,1.0,3.0,you,eat,you,eat,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1869,both,1,token_indices,you,like,you,like,VERB,2.0,3.0,you,like,you,like,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1872,both,1,token_indices,you,like,you,like,VERB,1.0,2.0,you,like,you,like,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1873,both,1,token_indices,you,like,you,like,VERB,3.0,4.0,you,like,you,like,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1875,both,1,token_indices,you,like,you,like,VERB,2.0,3.0,you,like,you,like,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1878,both,1,token_indices,you,know,you,know,VERB,1.0,2.0,you,know,you,know,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1880,both,1,token_indices,you,like,you,like,VERB,1.0,2.0,you,like,you,like,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1881,both,1,token_indices,you,like,you,like,VERB,2.0,3.0,you,like,you,like,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1883,both,1,token_indices,you,love,you,love,VERB,1.0,2.0,you,love,you,love,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1888,both,1,token_indices,you,mean,you,mean,VERB,1.0,2.0,you,mean,you,mean,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1890,both,1,token_indices,you,mean,you,mean,VERB,1.0,2.0,you,mean,you,mean,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1893,both,1,token_indices,you,like,you,like,VERB,1.0,2.0,you,like,you,like,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1901,both,1,token_indices,you,like,you,like,VERB,2.0,3.0,you,like,you,like,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1906,both,1,token_indices,you,ate,you,eat,VERB,1.0,3.0,you,ate,you,eat,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1906,both,1,token_indices,we,went,we,go,VERB,12.0,13.0,we,went,we,go,VERB,12.0,13.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1909,both,1,token_indices,you,like,you,like,VERB,3.0,4.0,you,like,you,like,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1911,both,1,token_indices,you,like,you,like,VERB,2.0,3.0,you,like,you,like,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1913,both,1,token_indices,you,like,you,like,VERB,2.0,3.0,you,like,you,like,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1920,both,1,token_indices,you,like,you,like,VERB,3.0,4.0,you,like,you,like,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1923,both,1,token_indices,you,like,you,like,VERB,1.0,3.0,you,like,you,like,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1925,both,1,token_indices,you,like,you,like,VERB,2.0,3.0,you,like,you,like,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1929,both,1,token_indices,you,like,you,like,VERB,2.0,3.0,you,like,you,like,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1932,both,1,token_indices,you,like,you,like,VERB,1.0,2.0,you,like,you,like,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1937,both,1,token_indices,I,like,i,like,VERB,1.0,2.0,I,like,i,like,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1939,both,1,token_indices,Daddy,likes,daddy,like,VERB,2.0,3.0,Daddy,likes,daddy,like,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1940,both,1,token_indices,Grandma,likes,grandma,like,VERB,2.0,3.0,Grandma,likes,grandma,like,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1943,both,1,token_indices,I,think,i,think,VERB,1.0,3.0,I,think,i,think,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1944,both,1,token_indices,I,think,i,think,VERB,1.0,3.0,I,think,i,think,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1944,both,1,token_indices,she,likes,she,like,VERB,4.0,5.0,she,likes,she,like,VERB,4.0,5.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1946,both,1,token_indices,Grandad,have,grandad,have,VERB,1.0,2.0,Grandad,have,grandad,have,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1950,both,1,token_indices,I,think,i,think,VERB,1.0,2.0,I,think,i,think,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1950,both,1,token_indices,Grandad,has,grandad,have,VERB,3.0,4.0,Grandad,has,grandad,have,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1957,both,1,token_indices,Grandma,has,grandma,have,VERB,1.0,2.0,Grandma,has,grandma,have,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1959,both,1,token_indices,Fraser,have,fraser,have,VERB,2.0,3.0,Fraser,have,fraser,have,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1966,both,1,token_indices,you,love,you,love,VERB,1.0,2.0,you,love,you,love,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1969,both,1,token_indices,you,have,you,have,VERB,1.0,2.0,you,have,you,have,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1979,both,1,token_indices,you,like,you,like,VERB,2.0,3.0,you,like,you,like,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1981,both,1,token_indices,you,like,you,like,VERB,3.0,4.0,you,like,you,like,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1986,both,1,token_indices,you,like,you,like,VERB,1.0,3.0,you,like,you,like,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1989,both,1,token_indices,you,like,you,like,VERB,1.0,3.0,you,like,you,like,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1993,both,1,token_indices,you,love,you,love,VERB,1.0,2.0,you,love,you,love,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1998,both,1,token_indices,you,like,you,like,VERB,2.0,3.0,you,like,you,like,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2002,both,1,token_indices,grandma,makes,grandma,make,VERB,1.0,2.0,grandma,makes,grandma,make,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2004,both,1,token_indices,grandad,make,grandad,make,VERB,3.0,4.0,grandad,make,grandad,make,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2008,both,1,token_indices,it,falling,it,fall,VERB,2.0,3.0,it,falling,it,fall,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2011,both,1,token_indices,it,falls,it,fall,VERB,1.0,2.0,it,falls,it,fall,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2027,both,1,token_indices,crab,goes,crab,go,VERB,2.0,3.0,crab,goes,crab,go,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2033,both,1,token_indices,I've,seen,i,see,VERB,6.0,8.0,I've,seen,i,see,VERB,6.0,8.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2036,both,1,token_indices,I'm,laughing,i,laugh,VERB,1.0,2.0,I'm,laughing,i,laugh,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2042,both,1,token_indices,you,falling,you,fall,VERB,2.0,3.0,you,falling,you,fall,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2046,both,1,token_indices,you,like,you,like,VERB,2.0,3.0,you,like,you,like,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2061,both,1,token_indices,he,have,he,have,VERB,2.0,3.0,he,have,he,have,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2067,both,1,token_indices,who,had,who,have,VERB,2.0,3.0,who,had,who,have,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2073,both,1,token_indices,Jwww,have,jwww,have,VERB,1.0,2.0,Jwww,have,jwww,have,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2075,both,1,token_indices,who,had,who,have,VERB,2.0,3.0,who,had,who,have,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2081,both,1,token_indices,you,had,you,have,VERB,1.0,2.0,you,had,you,have,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2085,both,1,token_indices,I,think,i,think,VERB,1.0,2.0,I,think,i,think,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2085,both,1,token_indices,you,had,you,have,VERB,3.0,5.0,you,had,you,have,VERB,3.0,5.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2088,both,1,token_indices,you,drink,you,drink,VERB,2.0,3.0,you,drink,you,drink,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2096,both,1,token_indices,you,do,you,do,VERB,1.0,2.0,you,do,you,do,VERB,1.0,2.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2098,both,1,token_indices,you,doing,you,do,VERB,3.0,4.0,you,doing,you,do,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2105,both,1,token_indices,you're,eating,you,eat,VERB,6.0,8.0,you're,eating,you,eat,VERB,6.0,8.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2109,both,1,token_indices,you're,standing,you,stand,VERB,4.0,5.0,you're,standing,you,stand,VERB,4.0,5.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2120,both,1,token_indices,you,hear,you,hear,VERB,2.0,3.0,you,hear,you,hear,VERB,2.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2121,both,1,token_indices,you,hear,you,hear,VERB,3.0,4.0,you,hear,you,hear,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2122,both,1,token_indices,you,hear,you,hear,VERB,3.0,4.0,you,hear,you,hear,VERB,3.0,4.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2124,both,1,token_indices,you,hear,you,hear,VERB,1.0,3.0,you,hear,you,hear,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2124,both,1,token_indices,Jeannine,can,jeannine,can,AUX,4.0,5.0,Jeannine,can,jeannine,can,AUX,4.0,5.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2126,both,1,token_indices,you,hear,you,hear,VERB,1.0,3.0,you,hear,you,hear,VERB,1.0,3.0
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2126,both,1,token_indices,you,listen,you,listen,VERB,6.0,7.0,you,listen,you,listen,VERB,6.0,7.0
